id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
376,376,"""

 Thanks 

  Dippin' Dots! I absolutely love dippin' dots (vanilla is my favorite). To express the love, here's some for you, too. Thank you so very much for adopting me. I can't thank you enough.   ""","""

 Thanks 

  Dippin' Dots! I absolutely love dippin' dots (vanilla is my favorite). To express the love, here's some for you, too. Thank you so very much for adopting me. I can't thank you enough.   """,general,0,0,0.3491,0.6509,1,B,0,0,0,0,0,0,0,0,0
377,377,"Why are my posts being deleted? 

I think deepak the dictator is deleting them. Can someon block him? He's a troll who think's he rules wikipedia. I think he also might support the ground nazis cus his name has the letter d in it and I think some nazi's also had that letter 

71.105.87.54","Why are my posts being deleted? 

I think deepak the dictator is deleting them. Can someon block him? He's a troll who think's he rules wikipedia. I think he also might support the ground nazis cus his name has the letter d in it and I think some nazi's also had that letter 

71.105.87.54",hate_speech,1,0,0.1692,0.9692,2,B,0,16,7,2,0,0,0,1,1
378,378,"go to hell 

go to hell and leave me alone","go to hell 

go to hell and leave me alone",general,1,0,0.0,0.8,1,A,0,0,0,0,0,0,0,1,1
379,379,"re:Gates 

What diff is going to make? are you talking technical or just any other reason.","re:Gates 

What diff is going to make? are you talking technical or just any other reason.",general,0,0,0.2406,0.7594,2,B,0,12,6,2,0,0,0,0,0
380,380,"STD

is this an STD? can it be transmitted through rimming?","STD

is this an STD? can it be transmitted through rimming?",general,0,0,0.0,1.0,0,A,0,4,4,2,0,1,0,0,0
381,381,Because you touch yourself at night.,Because you touch yourself at night.,general,1,0,0.2162,0.9838,1,A,0,0,0,0,0,0,0,1,1
382,382,RSPW Poster is a sick gay freak,RSPW Poster is a sick gay freak,general,1,1,0.5964,0.8036,0,A,0,0,0,0,0,0,1,0,1
383,383,"""

This is my last reply if you continue to present yourself in this manner.  Please write more civilly.

I expect people to go to Oyster Bay just as I expect them to go to Barre, Vermont.  When you type that, do you expect a disambiguation page or do you except the city?  Admittedly, it's not the most convenient, but that's the way it is in all eight """"town"""" states.  Are you going to try to change every single community with this sort of disambiguation?  If so, go ahead — but unless you so desire, don't try to have one or two changed.  You speak of errors that result (for example, the Oyster Bay disambiguation page) — I do my best to fix wrong links as a result of changes such as this, but I don't see why I must be held responsible for every single wrong link.  If you never make mistakes, that's good; but I suspect that you so do.  So what?  It doesn't matter if you make a good-faith error, especially if you try to fix it once you realise that something's wrong.

By the way, if you put """"Oyster Bay, New York"""" into the Census Bureau's Factfinder, you'll get this page: it's the town.  Barre, Vermont is similar to what we'd call a disambiguation page; the city is listed as Barre city, Vermont.  This, I expect, is the reason that these articles are named this way: the Census is our source for the names and the basic information, and therefore we entitle our articles likewise by this reliable source.   ""","""

This is my last reply if you continue to present yourself in this manner.  Please write more civilly.

I expect people to go to Oyster Bay just as I expect them to go to Barre, Vermont.  When you type that, do you expect a disambiguation page or do you except the city?  Admittedly, it's not the most convenient, but that's the way it is in all eight """"town"""" states.  Are you going to try to change every single community with this sort of disambiguation?  If so, go ahead — but unless you so desire, don't try to have one or two changed.  You speak of errors that result (for example, the Oyster Bay disambiguation page) — I do my best to fix wrong links as a result of changes such as this, but I don't see why I must be held responsible for every single wrong link.  If you never make mistakes, that's good; but I suspect that you so do.  So what?  It doesn't matter if you make a good-faith error, especially if you try to fix it once you realise that something's wrong.

By the way, if you put """"Oyster Bay, New York"""" into the Census Bureau's Factfinder, you'll get this page: it's the town.  Barre, Vermont is similar to what we'd call a disambiguation page; the city is listed as Barre city, Vermont.  This, I expect, is the reason that these articles are named this way: the Census is our source for the names and the basic information, and therefore we entitle our articles likewise by this reliable source.   """,humor,0,0,0.0,1.0,0,B,0,21,4,0,0,0,0,0,0
384,384,she's a nazi apparently,she's a nazi apparently,hate_speech,1,0,0.0623,0.8123,1,A,0,0,0,0,0,0,0,1,1
385,385,"""

You are too forward; you came onto me too hard. Therefore, Fuck You.

                      /""""\
                    |\./|
                    |   |
                    |   |
                    |>~<|
                    |   |
                 /'\|   |/'\..
             /~\|   |   |   | \
            |   =[@]=   |   |  \
            |   |   |   |   |   \
            | ~   ~   ~   ~ |`   )
            |                   /
             \                 /
              \               /
               \    _____    /
                |//''`\|
                | (( +==)) |
                |\_|_//|

129.130.99.132  ""","""

You are too forward; you came onto me too hard. Therefore, Fuck You.

                      /""""\
                    |\./|
                    |   |
                    |   |
                    |>~<|
                    |   |
                 /'\|   |/'\..
             /~\|   |   |   | \
            |   =[@]=   |   |  \
            |   |   |   |   |   \
            | ~   ~   ~   ~ |`   )
            |                   /
             \                 /
              \               /
               \    _____    /
                |//''`\|
                | (( +==)) |
                |\_|_//|

129.130.99.132  """,sexual,1,2,0.4098,0.7598,2,B,0,0,0,0,0,0,2,0,1
386,386,"Woops, I checked some words with my Norsk-Engelsk/Engelsk-Norsk dictionary, but I missed that sentence. Thanks.  

review
GA review – see WP:WIAGA for criteria

Is it reasonably well written?
A. Prose quality:  
 
B. MoS compliance: 
 
Is it factually accurate and verifiable?
A. References to sources:  
 
B. Citation of reliable sources where necessary:  
 
C. No original research: 
 
Is it broad in its coverage?
A. Major aspects:  
 
B. Focused: 
 
Is it neutral?
Fair representation without bias: 
 
Is it stable?
 No edit wars, etc: 
 
Does it contain images to illustrate the topic?
A. Images are copyright tagged, and non-free images have fair use rationales:  
 
B. Images are provided where possible and appropriate, with suitable captions: 
 
Overall: 
Pass or Fail: 
 

Congratulations on the article, I'm awarding GA-status.","Woops, I checked some words with my Norsk-Engelsk/Engelsk-Norsk dictionary, but I missed that sentence. Thanks.  

review
GA review – see WP:WIAGA for criteria

Is it reasonably well written?
A. Prose quality:  
 
B. MoS compliance: 
 
Is it factually accurate and verifiable?
A. References to sources:  
 
B. Citation of reliable sources where necessary:  
 
C. No original research: 
 
Is it broad in its coverage?
A. Major aspects:  
 
B. Focused: 
 
Is it neutral?
Fair representation without bias: 
 
Is it stable?
 No edit wars, etc: 
 
Does it contain images to illustrate the topic?
A. Images are copyright tagged, and non-free images have fair use rationales:  
 
B. Images are provided where possible and appropriate, with suitable captions: 
 
Overall: 
Pass or Fail: 
 

Congratulations on the article, I'm awarding GA-status.",personal,0,0,0.0,1.0,1,A,0,0,0,0,0,0,0,0,0
387,387,"""
No, it doesn't do fill-in. In handles """"paths"""" - objects consisting of a a curved contour line and the space it surrounds. In my map, each country is a path, you just click on it and go to object->fill and stroke, then you can select the fill color for it. – I agree the learning curve is steep.  ☼ ""","""
No, it doesn't do fill-in. In handles """"paths"""" - objects consisting of a a curved contour line and the space it surrounds. In my map, each country is a path, you just click on it and go to object->fill and stroke, then you can select the fill color for it. – I agree the learning curve is steep.  ☼ """,general,0,0,0.0659,0.9341,0,A,0,0,0,0,0,0,0,0,0
388,388,"He said he's WORKING ON IT, The Rouge Penguin, have some patience, Don't be an asshole. -","He said he's WORKING ON IT, The Rouge Penguin, have some patience, Don't be an asshole. -",sexual,1,0,0.3786,0.9214,0,B,0,0,0,0,0,0,0,1,1
389,389,"""
Alright! I will be careful in the future hereafter! Sorry again!         X    ""","""
Alright! I will be careful in the future hereafter! Sorry again!         X    """,general,0,0,0.0414,0.9586,0,A,0,0,0,0,0,0,0,0,0
390,390,"It isn't. Both aren't even theories, but products of simpleton invention without basis and are completely undoubtedly incorrect. I favor none. I delete(d) them both, because AFAIK there are none sources at all on this issue. 
The House of Saint Vladimir is of descent from a Travunian local noble house, with doubtable links to the House of Trpimirovic and most surely no link to the House of Viseslavic. 
However, I must object putting it as a separate line - Tvrtko asserted rule and his line (Tvrtkovic) is historically considered the main line of the Kotromanics. As for the Trpimirovic branches, I suggest following standard historical interpretation of the Svetoslavic being a cadet branch, whereas the other being the simple continuation of the standard Trpimirovic line (Kresimirovic)?","It isn't. Both aren't even theories, but products of simpleton invention without basis and are completely undoubtedly incorrect. I favor none. I delete(d) them both, because AFAIK there are none sources at all on this issue. 
The House of Saint Vladimir is of descent from a Travunian local noble house, with doubtable links to the House of Trpimirovic and most surely no link to the House of Viseslavic. 
However, I must object putting it as a separate line - Tvrtko asserted rule and his line (Tvrtkovic) is historically considered the main line of the Kotromanics. As for the Trpimirovic branches, I suggest following standard historical interpretation of the Svetoslavic being a cadet branch, whereas the other being the simple continuation of the standard Trpimirovic line (Kresimirovic)?",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
391,391,"The second member of his surname is not spelled right... It starts with an F 

You know, Carter-F*ck","The second member of his surname is not spelled right... It starts with an F 

You know, Carter-F*ck",general,1,0,0.0,0.8,0,B,0,0,0,0,0,0,0,1,1
392,392,"hey what is that crazy shit you put on my talk page about?

Seriously.","hey what is that crazy shit you put on my talk page about?

Seriously.",general,1,0,0.2582,0.9918,0,A,0,0,0,0,0,0,0,1,1
393,393,"Many many are people, because we habitually include eponymous categories - so metropolitan areas has Greater Vancouver as a subcategory.  I have been thinking for some time we really need to distinguish between categories that are members and those that are real subcats.  Farmbrough, .","Many many are people, because we habitually include eponymous categories - so metropolitan areas has Greater Vancouver as a subcategory.  I have been thinking for some time we really need to distinguish between categories that are members and those that are real subcats.  Farmbrough, .",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
394,394,"""Are you retarded? The owner of the label tweeted that he was with their team , so how obvious much more """"reliable"""" do you people need it to be? Yeah, actually they are right most of the time but you abuse your power on the site. The edits I did on Love More by Chris Brown, Crooked Smile by J Cole, Jay Z's single being platinum and the sales for several hip hop albums were all correct but you're too butthurt to not undue them because it wasn't directly posted by Billboard until a few days later.

""","""Are you retarded? The owner of the label tweeted that he was with their team , so how obvious much more """"reliable"""" do you people need it to be? Yeah, actually they are right most of the time but you abuse your power on the site. The edits I did on Love More by Chris Brown, Crooked Smile by J Cole, Jay Z's single being platinum and the sales for several hip hop albums were all correct but you're too butthurt to not undue them because it wasn't directly posted by Billboard until a few days later.

""",personal,1,0,0.3189,0.9311,1,B,0,0,0,0,0,0,0,1,1
395,395,") 

Look, another good little Marxist.",") 

Look, another good little Marxist.",general,0,0,0.1053,0.8947,0,B,0,12,7,2,0,0,0,0,0
396,396,"Hater
you're such a hater. The Francesca Hogi article is properly sourced and written and your working against me. And your gay as well. Gosh there really isn't racism within the gay community and you're threatening to block my account. Bitch you ain't no admin. By the way you don't have to worry about me messing with anything, I'm going to talk to a real admin. That article is going to be sorted out.","Hater
you're such a hater. The Francesca Hogi article is properly sourced and written and your working against me. And your gay as well. Gosh there really isn't racism within the gay community and you're threatening to block my account. Bitch you ain't no admin. By the way you don't have to worry about me messing with anything, I'm going to talk to a real admin. That article is going to be sorted out.",hate_speech,1,0,0.2207,0.9793,2,B,0,0,0,0,0,0,0,1,1
397,397,The article clearly sucks.,The article clearly sucks.,general,1,0,0.364,0.886,0,B,0,0,0,0,0,0,0,1,1
398,398,"Get a life you fucking loser. If you have any other questions about me, don't ask me, ask Katie Goulet. Here is a picture of her.","Get a life you fucking loser. If you have any other questions about me, don't ask me, ask Katie Goulet. Here is a picture of her.",sexual,1,0,0.3344,0.9656,0,B,0,0,0,0,0,0,0,1,1
399,399,"Band 

This citation is not very reliable. He did not say he is a fan of Cannibal Corpse himself, so I just deleted the sentence. (Miranda don't start again I have had enough of you)","Band 

This citation is not very reliable. He did not say he is a fan of Cannibal Corpse himself, so I just deleted the sentence. (Miranda don't start again I have had enough of you)",general,0,0,0.0795,0.9205,0,A,0,0,0,0,0,0,0,0,0
400,400,"Thanks!
Thanks for cleaning up vandalism on my user page.  You'd think those YTMND vandals would eventually get bored, wouldn't you? -","Thanks!
Thanks for cleaning up vandalism on my user page.  You'd think those YTMND vandals would eventually get bored, wouldn't you? -",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
401,401,"You have no life.
No friends.
No style.
From the best.","You have no life.
No friends.
No style.
From the best.",general,1,0,0.1731,0.9731,2,B,0,0,0,0,0,0,0,1,1
402,402,"When arrogance aligns with stupidity 
Just noticed that you're the prick that proposed the entry for Walter Rinder for deletion. Arrogant fools like you who spatter such tags like graffiti over the hard work of others, without bothering to undertake the slightest research to illuminate their deep ignorance, are the curse of Wikipedia, and drag down the reputation of intelligent editors. The entry above by someone else shows you doing again. On behalf of every other contributor you've done this to: ENOUGH. You fully deserve every bit of contempt thrown at you. You're not just tiresomely stupid: you're a bully. Get a life.","When arrogance aligns with stupidity 
Just noticed that you're the prick that proposed the entry for Walter Rinder for deletion. Arrogant fools like you who spatter such tags like graffiti over the hard work of others, without bothering to undertake the slightest research to illuminate their deep ignorance, are the curse of Wikipedia, and drag down the reputation of intelligent editors. The entry above by someone else shows you doing again. On behalf of every other contributor you've done this to: ENOUGH. You fully deserve every bit of contempt thrown at you. You're not just tiresomely stupid: you're a bully. Get a life.",news_info,1,0,0.2295,0.9705,0,B,0,0,0,0,0,0,0,1,1
403,403,"Theory why you're an annoying girl 

You were popular on Wikipedia, because you developed early and startWikipedoaed giving blow jobs at the age of 11. But now you can'rt bear to look at yourself in the mirror, because all you see is a lesbian. So you pick ob users, just to avoid an inevitable realization that when your body is used up at the age of 28, you're going to be a dried-up, chalky-skinned burlap sack that nobody likes. How's that? Am I in the ballpark? 66.87.130.137","Theory why you're an annoying girl 

You were popular on Wikipedia, because you developed early and startWikipedoaed giving blow jobs at the age of 11. But now you can'rt bear to look at yourself in the mirror, because all you see is a lesbian. So you pick ob users, just to avoid an inevitable realization that when your body is used up at the age of 28, you're going to be a dried-up, chalky-skinned burlap sack that nobody likes. How's that? Am I in the ballpark? 66.87.130.137",general,0,0,0.1231,0.8769,0,B,0,0,0,0,0,0,0,0,0
404,404,"I wasn't around a year ago. We can say what it is - but only in extremely broad terms: Philosophy is (at least part of the) Western Intellectual Tradition and it asks three broad questions common to all known featherless bipeds which are rational beings (the Greek term which identifies human beings, or homo sapiens. And it asks, in general three (3) fundamental questions:
(1) What is it to know? knowledge; [[[epistemology]]
(2) What is it to be? metaphysics; ontology, existence
(3) What is it to do the right thing? ethics
Philosophy of Peanuts I'm unfamiliar with. Perhaps you mean the Philosophy of Beans. Pythagoras had written, 'On Beans, and a professor of mine at City College - by the name of (Hutchinson]] - demonstrated - sarcastically I might add - that one could  construct a corriculum on anything - including a Philosophy of Quizine!!!","I wasn't around a year ago. We can say what it is - but only in extremely broad terms: Philosophy is (at least part of the) Western Intellectual Tradition and it asks three broad questions common to all known featherless bipeds which are rational beings (the Greek term which identifies human beings, or homo sapiens. And it asks, in general three (3) fundamental questions:
(1) What is it to know? knowledge; [[[epistemology]]
(2) What is it to be? metaphysics; ontology, existence
(3) What is it to do the right thing? ethics
Philosophy of Peanuts I'm unfamiliar with. Perhaps you mean the Philosophy of Beans. Pythagoras had written, 'On Beans, and a professor of mine at City College - by the name of (Hutchinson]] - demonstrated - sarcastically I might add - that one could  construct a corriculum on anything - including a Philosophy of Quizine!!!",personal,0,0,0.0,1.0,2,A,0,0,0,0,0,0,0,0,0
405,405,"Heraldic translation: help needed 
Please can you translate a blazon. I drew the coat of arms of Coubron but I don't know how to describe in English the hunting horn on which some elements are of an other colour: the little pipe in which you blow, the lace and the metal ring at the end of the horn. Can you help me, please?","Heraldic translation: help needed 
Please can you translate a blazon. I drew the coat of arms of Coubron but I don't know how to describe in English the hunting horn on which some elements are of an other colour: the little pipe in which you blow, the lace and the metal ring at the end of the horn. Can you help me, please?",general,0,0,0.0782,0.9218,2,B,0,0,0,0,0,0,0,0,0
406,406,"""

 East Timor Report 
Perhaps this news story could be included in the statement about East Timor? It might add an important opposing view of Downers support of East Timors freedom, and I quote """"A report to the United Nations has found Australia actively lobbied to delay East Timor's independence ballot in 1999 and prevent its separation from Indonesia"""" and """"Foreign Affairs Minister Alexander Downer made it clear it would be preferable if Timor remained legally part of Indonesia and actively lobbied the government in Jakarta to delay the independence vote...""""
http://www.abc.net.au/news/newsitems/200602/s1560743.htm""","""

 East Timor Report 
Perhaps this news story could be included in the statement about East Timor? It might add an important opposing view of Downers support of East Timors freedom, and I quote """"A report to the United Nations has found Australia actively lobbied to delay East Timor's independence ballot in 1999 and prevent its separation from Indonesia"""" and """"Foreign Affairs Minister Alexander Downer made it clear it would be preferable if Timor remained legally part of Indonesia and actively lobbied the government in Jakarta to delay the independence vote...""""
http://www.abc.net.au/news/newsitems/200602/s1560743.htm""",news_info,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
407,407,"I understand no Turkish and I do not come from Turkey. 

I come from the northIraq and I speak Arab and Kurdish.

Siktir Lan  I learned of your Turkish friends.","I understand no Turkish and I do not come from Turkey. 

I come from the northIraq and I speak Arab and Kurdish.

Siktir Lan  I learned of your Turkish friends.",general,0,0,0.0,1.0,0,A,0,28,3,1,0,0,0,0,0
408,408,"Bill & Ted's Excellent Adventure
Cburnett, you big dumb idiot. Please stop reverting the edits on Bill & Ted's Excellent Adventure, you know it was released in 1988 and you are in the wrong about the year 1989, I am sorry, but seriously leave it as the correct year (1988). If you continue reverting it again, I have no choice but to report you. Please answer my last message at the talk page to see how it feels when you stop.   | talk 00:58, Jun 27, 2005 (UTC)","Bill & Ted's Excellent Adventure
Cburnett, you big dumb idiot. Please stop reverting the edits on Bill & Ted's Excellent Adventure, you know it was released in 1988 and you are in the wrong about the year 1989, I am sorry, but seriously leave it as the correct year (1988). If you continue reverting it again, I have no choice but to report you. Please answer my last message at the talk page to see how it feels when you stop.   | talk 00:58, Jun 27, 2005 (UTC)",news_info,1,0,0.3244,0.8756,0,A,0,0,0,0,0,0,0,1,1
409,409,"Read you mother fucker or you shall fucking die you cocksucking prick  

You can go to hell you fucking cocksucker and now I shall go ahead and masturbate","Read you mother fucker or you shall fucking die you cocksucking prick  

You can go to hell you fucking cocksucker and now I shall go ahead and masturbate",sexual,1,2,0.601,0.701,0,B,0,0,0,0,0,0,2,0,1
410,410,"Ah yes, the Lex Luthor-esque headquarters. I think, per Template:PD-Italy, if you can show original publication in Italy from 1975 or before (20 years before the URAA) this would certainly be PD. If the original publication was elsewhere it's a bit dicier. —","Ah yes, the Lex Luthor-esque headquarters. I think, per Template:PD-Italy, if you can show original publication in Italy from 1975 or before (20 years before the URAA) this would certainly be PD. If the original publication was elsewhere it's a bit dicier. —",personal,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
411,411,"Trigor's edit

 have erases pointing out that nuclear waste is stored in unprotected place and that is venerable to terror attack in most plants. No offense but that is not truth because this waste has containment and most often it is in reactor containment itself. I have added the link. Also I have added some data about terrorist attacks as well as link. 

I have pointed out that there is no proof that low level radiation is harmful. 

I have also pointed out that there are uses for depleted uranium. 

Please write if you are unpleased with edit.","Trigor's edit

 have erases pointing out that nuclear waste is stored in unprotected place and that is venerable to terror attack in most plants. No offense but that is not truth because this waste has containment and most often it is in reactor containment itself. I have added the link. Also I have added some data about terrorist attacks as well as link. 

I have pointed out that there is no proof that low level radiation is harmful. 

I have also pointed out that there are uses for depleted uranium. 

Please write if you are unpleased with edit.",threat,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
412,412,Kindly do not post anti-Semitic lies. It is not illegal for Jews to live in their own homeland. The Temple Mount is the holest site in Judaism. The ones doing the illegal occupying are the Arabs.,Kindly do not post anti-Semitic lies. It is not illegal for Jews to live in their own homeland. The Temple Mount is the holest site in Judaism. The ones doing the illegal occupying are the Arabs.,general,0,0,0.0,1.0,2,A,0,0,0,0,0,0,0,0,0
413,413,Personal attack?  What on earth are you talking about?,Personal attack?  What on earth are you talking about?,threat,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
414,414,"Hi 

O FUCK YOU U MATHRFUKER BITCH IDIOOOOT NO BAN ME FROM EDIT I TELL TRUTH","Hi 

O FUCK YOU U MATHRFUKER BITCH IDIOOOOT NO BAN ME FROM EDIT I TELL TRUTH",sexual,1,2,0.7624,0.8876,0,B,0,0,0,0,0,0,2,0,1
415,415,"So you think that because you'rve created a bunch of articles on whatever your particular interest, that excuses a demolition run across another topic? Edit count does not equate to a bigger voice.","So you think that because you'rve created a bunch of articles on whatever your particular interest, that excuses a demolition run across another topic? Edit count does not equate to a bigger voice.",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
416,416,"Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Orgy, you will be blocked from editing.","Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Orgy, you will be blocked from editing.",general,0,0,0.0297,0.9703,1,B,0,0,0,0,0,0,0,0,0
417,417,"""

Telejustice
A {{prod}} template has been added to the article Telejustice, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice explains why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may contest the proposed deletion by removing the {{dated prod}} notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you endorse deletion of the article, and you are the only person who has made substantial edits to the page, please tag it with .  ""","""

Telejustice
A {{prod}} template has been added to the article Telejustice, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice explains why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may contest the proposed deletion by removing the {{dated prod}} notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you endorse deletion of the article, and you are the only person who has made substantial edits to the page, please tag it with .  """,news_info,0,0,0.1634,0.8366,0,B,0,0,0,0,0,0,0,0,0
418,418,"Hi! 
I just need to talk to you about the Canada-Moldova relations page. First of all, just because there is no embassies does not mean there cannot be relations. Like for example, I created a page Russia-Trinidad relations. Russia does not have an embassy in Trinidad but however maintains economic cooperation with it. Second, their might be little amount of money, but their is cooperation in the organizations. Please take some time to understand. Thanks.","Hi! 
I just need to talk to you about the Canada-Moldova relations page. First of all, just because there is no embassies does not mean there cannot be relations. Like for example, I created a page Russia-Trinidad relations. Russia does not have an embassy in Trinidad but however maintains economic cooperation with it. Second, their might be little amount of money, but their is cooperation in the organizations. Please take some time to understand. Thanks.",general,0,0,0.1992,0.8008,1,B,0,0,0,0,0,0,0,0,0
419,419,"== 
 yeah i think so tooo     
 ==","== 
 yeah i think so tooo     
 ==",personal,0,0,0.0,1.0,2,B,0,9,4,0,0,0,0,0,0
420,420,"""
Yea, it would be on the talk page.  The only reason I threw in a flair of sternness in the template was because of some of the questionable interpretations I just came across: """"This sonnet has suggestions of references to masturbation Then, beauteous niggard, why dost thou abuse. The suggestion is that the male in the sonnet should be procreation to preserve his beauty rather than engaging in self-pleasure."""".  Don't you love that?  ""","""
Yea, it would be on the talk page.  The only reason I threw in a flair of sternness in the template was because of some of the questionable interpretations I just came across: """"This sonnet has suggestions of references to masturbation Then, beauteous niggard, why dost thou abuse. The suggestion is that the male in the sonnet should be procreation to preserve his beauty rather than engaging in self-pleasure."""".  Don't you love that?  """,personal,1,0,0.403,0.797,0,B,0,0,0,0,0,0,0,1,1
421,421,"So, are you a Christian becaue of Jesus or because Assyrian women and their tits? Do Assyrian women have the best titt-fucking tits in the Middle East? — |Talk 22:56 02 Aug, 2007 (UTC)","So, are you a Christian becaue of Jesus or because Assyrian women and their tits? Do Assyrian women have the best titt-fucking tits in the Middle East? — |Talk 22:56 02 Aug, 2007 (UTC)",sexual,1,0,0.3138,0.9862,0,B,0,0,0,0,0,0,0,1,1
422,422,"Jellyfish. 

Hello Shirik. I am leaving you this message because i feel that you have reverted my editing to the Wikipedia page, Jellyfish, unfairly. I understand you may have your personal reasons for reverting it but I am doing nothing but letting people know the truth. 

P.S: Sorry about your User Page... I tend to act on impulse.","Jellyfish. 

Hello Shirik. I am leaving you this message because i feel that you have reverted my editing to the Wikipedia page, Jellyfish, unfairly. I understand you may have your personal reasons for reverting it but I am doing nothing but letting people know the truth. 

P.S: Sorry about your User Page... I tend to act on impulse.",personal,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
423,423,"You keep reverting my edits. You selfish, mutha******! 202.124.135.206","You keep reverting my edits. You selfish, mutha******! 202.124.135.206",general,1,0,0.1608,0.9108,0,A,0,0,0,0,0,0,0,1,1
424,424,"Users use almost enirely German sources.That can be very easily seen whilst one tries to edit articles.

3rd reason:I call it 'thrifty managing of trut'.What it basically means is that Wikipedians of the above mentioned sort 
accept material that 'disproves' the Polishness of western and northern Poland
and delete material that proves it.Deleted without giving any reasons because if they ever gave any they would reveal themselves and their true unwritten agenda.I am a victim of such behaviour.

4th reason:","Users use almost enirely German sources.That can be very easily seen whilst one tries to edit articles.

3rd reason:I call it 'thrifty managing of trut'.What it basically means is that Wikipedians of the above mentioned sort 
accept material that 'disproves' the Polishness of western and northern Poland
and delete material that proves it.Deleted without giving any reasons because if they ever gave any they would reveal themselves and their true unwritten agenda.I am a victim of such behaviour.

4th reason:",personal,0,0,0.0,1.0,2,A,0,0,0,0,0,0,0,0,0
425,425,"78.101.161.86   

ANNA LIKE MA DEEEEK","78.101.161.86   

ANNA LIKE MA DEEEEK",general,1,0,0.0668,0.8668,0,B,0,0,0,0,0,0,0,1,1
426,426,"GO FIND A GIRLFRIEND 

I'LL GIVE U VANDALISM MOTHER FUCKER!
GO FIND A GIRLFRIEND AND DO NOT CHANGE THINGS!
DEPRESSED!","GO FIND A GIRLFRIEND 

I'LL GIVE U VANDALISM MOTHER FUCKER!
GO FIND A GIRLFRIEND AND DO NOT CHANGE THINGS!
DEPRESSED!",general,1,2,0.5963,0.9463,1,B,0,16,8,3,0,1,2,0,1
427,427,"Nothing personal George, but you really are a stupid turd.","Nothing personal George, but you really are a stupid turd.",personal,1,0,0.3705,0.8795,0,B,0,0,0,0,0,0,0,1,1
428,428,"Hey 
Fuck you, you Russia-loving cunt.","Hey 
Fuck you, you Russia-loving cunt.",sexual,1,1,0.6581,0.7419,0,A,0,0,0,0,0,0,1,0,1
429,429,NBA Pre Draft combine and Olympic Measurements,NBA Pre Draft combine and Olympic Measurements,general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
430,430,unblock|Retarded brother hacked my pc.,unblock|Retarded brother hacked my pc.,general,1,0,0.2589,0.9411,1,A,0,0,0,0,0,0,0,1,1
431,431,"Nearly Headless Bitch 

You're retarted","Nearly Headless Bitch 

You're retarted",general,1,0,0.0939,0.8439,1,B,0,0,0,0,0,0,0,1,1
432,432,"to the above comment:

What a stupid. Stupid. STUPID. thing to say.

That really ranks up there as the stupidest thing I have heard all year and probably will remain so.","to the above comment:

What a stupid. Stupid. STUPID. thing to say.

That really ranks up there as the stupidest thing I have heard all year and probably will remain so.",general,1,0,0.3212,0.9288,0,B,0,0,0,0,0,0,0,1,1
433,433,"""

 re: Jessica Lange 

Listen you little twat, you do understand that I wrote the majority of this page?  What the hell do you think you're doing censoring and correcting work you didn't put an ounce of effort into?  I'll leave your """"modification"""" for now, but you're seriously getting on my fucking nerves.  Go police a page that, you know, you've actually worked on.  Asshole.   ""","""

 re: Jessica Lange 

Listen you little twat, you do understand that I wrote the majority of this page?  What the hell do you think you're doing censoring and correcting work you didn't put an ounce of effort into?  I'll leave your """"modification"""" for now, but you're seriously getting on my fucking nerves.  Go police a page that, you know, you've actually worked on.  Asshole.   """,sexual,1,0,0.2803,0.9803,0,B,0,0,0,0,0,0,0,1,1
